,timestamp,desired_vel,quat_1,quat_2,quat_3,quat_4,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,velcmd_x,velcmd_y,velcmd_z,ct_cmd,br_cmd_x,br_cmd_y,br_cmd_z,is_collide
0,1753281055.484,2.5,1.0,1.9896122e-17,4.2086043e-17,1.5416179e-18,-1.2953775e-16,-1.4087182e-16,2.359581,4.066094e-16,-8.166668e-17,1.2117329,1.0,0.067836806,-0.026411014,9.345715516001167,-1.4137453023719898e-15,-1.4539152313274358e-15,-6.1664712956889856e-18,False
1,1753281055.544,2.5,1.0,-4.2373513e-19,-2.6857926e-17,2.4079037e-18,-1.0458781e-16,-1.4625207e-16,2.4314978,4.117754e-16,-9.365764e-17,1.185022,1.0,-0.016873073,0.008819405,9.301843481074352,-1.079732451519756e-15,-2.2869739311856874e-16,-9.631615057624663e-18,False
2,1753281055.614,2.5,1.0,-1.0912567e-17,-7.307096e-17,4.2520896e-19,-7.7818465e-17,-1.5249575e-16,2.5132606,3.4338496e-16,-8.278686e-17,1.1504439,1.0,-0.036328938,0.014956066,9.254161657948885,-8.740565309932131e-16,7.686902030359496e-16,-1.7008358545852678e-18,False
3,1753281055.704,2.5,1.0,-2.5146552e-17,-1.1058504e-16,-1.8016918e-18,-5.348529e-17,-1.5892442e-16,2.614615,1.8741542e-16,-5.5737534e-17,1.1010145,1.0,-0.06437072,0.0011625658,9.198690836360136,-5.426903123923454e-16,1.8911988768485297e-15,7.206767482523536e-18,False
4,1753281055.784,2.5,1.0,-4.129197e-17,-7.821235e-17,-3.0003991e-18,-4.5163704e-17,-1.6158098e-16,2.7007968,2.8236422e-17,-6.7588605e-18,1.0528991,1.0,-0.049221717,0.035788633,9.154882014853339,-7.879435792420056e-17,1.7183824948003944e-15,1.2001596959998676e-17,False
5,1753281055.854,2.5,1.0,-5.0848215e-17,1.6256837e-17,-4.5974206e-18,-4.5178262e-17,-1.5999333e-16,2.77294,-7.92112e-18,5.4529887e-17,1.0078943,1.0,-0.037936006,0.041035637,9.121307455230937,3.192825141132563e-16,-5.14318205952046e-17,1.838968254161127e-17,False
6,1753281055.894,2.5,1.0,-3.231304e-17,4.40025e-17,-8.425108e-18,-4.5095068e-17,-1.571295e-16,2.8127215,1.5464254e-17,8.638746e-17,0.9810497,1.0,-0.024290347,0.010115376,9.104417492228112,6.798650558628403e-17,-6.83351451711205e-16,3.37004326253954e-17,False
7,1753281055.934,2.5,1.0,3.680389e-18,5.2068138e-17,-1.4204023e-17,-4.3778746e-17,-1.5337305e-16,2.8514144,5.1316694e-17,9.6899874e-17,0.95349807,1.0,-0.02311687,-0.00083483045,9.089078920566065,-5.974954171013869e-16,-9.699103611558248e-16,5.681609360419456e-17,False
8,1753281055.974,2.5,1.0,2.3011223e-17,4.149018e-17,-1.4336077e-17,-4.099282e-17,-1.496728e-16,2.8889923,8.669318e-17,8.5759115e-17,0.9252914,1.0,-0.04657864,0.026934102,9.075379539685473,-1.001344159178699e-15,-8.905343203333798e-16,5.73443101788951e-17,False
9,1753281056.014,2.5,1.0,2.4842166e-17,1.473028e-17,-1.1383282e-17,-3.7045876e-17,-1.4659209e-16,2.9254296,1.07357336e-16,6.811327e-17,0.8964747,1.0,-0.040481813,0.034648944,9.06346199803545,-1.0800869239392058e-15,-4.455883589896408e-16,4.553312937719009e-17,False
10,1753281056.054,2.5,1.0,2.1930606e-17,-9.190179e-18,-8.859999e-18,-3.265968e-17,-1.4422078e-16,2.9607034,1.0910622e-16,5.0859766e-17,0.86712825,1.0,-0.015042029,0.07540188,9.05329590344018,-1.0665874172176678e-15,2.6317320359974682e-18,3.5439997190142434e-17,False
11,1753281056.094,2.5,1.0,1.7163123e-17,-3.1361597e-17,-6.6395534e-18,-2.853948e-17,-1.424853e-16,2.9947934,9.4178027e-17,3.6438375e-17,0.8373079,1.0,0.0005700596,0.096246794,9.044974762791773,-1.0100541144177023e-15,4.726304344589071e-16,2.6558212993141186e-17,False
12,1753281056.134,2.5,1.0,-5.0709435e-18,-3.7291598e-17,-6.6954948e-18,-2.528248e-17,-1.4119751e-16,3.0276828,6.7959154e-17,3.063677e-17,0.8070983,1.0,-0.0044307886,0.13086416,9.038448897314016,-5.779866763141716e-16,6.601258195687233e-16,2.6781978874073404e-17,False
13,1753281056.174,2.5,1.0,-3.5419814e-17,-2.0864043e-17,-9.682716e-18,-2.3050799e-17,-1.3973055e-16,3.0593572,4.5610084e-17,4.6435435e-17,0.7765775,1.0,-0.02578003,0.16518192,9.03370014070871,8.921875709882321e-17,3.933966680681911e-16,3.8730861756352104e-17,False
14,1753281056.224,2.5,1.0,-2.6067111e-17,1.3431716e-17,-1.5141043e-17,-2.0978491e-17,-1.3655181e-16,3.0972257,4.2489115e-17,7.916771e-17,0.738103,1.0,-0.038397197,0.17494498,9.030250383181164,2.8270748525476094e-17,-2.936335022111025e-16,6.056417210980903e-17,False
15,1753281056.304,2.5,1.0,2.983447e-17,2.001265e-18,-9.6111745e-18,-1.6344573e-17,-1.2970879e-16,3.153796,7.0062324e-17,7.894229e-17,0.67610455,1.0,-0.07096553,0.17486915,9.030627096329825,-1.0526012890469483e-15,-1.8227909955457397e-16,3.844469962016005e-17,False
16,1753281056.344,2.5,1.0,6.536068e-17,-2.7801835e-17,-6.21031e-18,-1.3656979e-17,-1.2715374e-16,3.1802192,6.072753e-17,4.4528717e-17,0.6450526,1.0,-0.06659397,0.1713537,9.033560693110392,-1.863121245006716e-15,4.2995385560032794e-16,2.4841240175988476e-17,False
