,timestamp,desired_vel,quat_1,quat_2,quat_3,quat_4,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,velcmd_x,velcmd_y,velcmd_z,ct_cmd,br_cmd_x,br_cmd_y,br_cmd_z,is_collide
0,1753281322.798,5.0,1.0,1.0714577e-17,-8.058699e-17,-1.0248585e-17,-4.0114005e-17,-6.08095e-17,2.186171,-1.8908403e-17,8.623487e-17,1.2625978,1.0,0.21391988,-0.11197415,9.458341902432803,-2.622311226921958e-16,1.8837697988551016e-15,4.0994339705780486e-17,False
1,1753281322.828,5.0,1.0,4.1198525e-18,-8.993687e-17,-5.8187197e-18,-4.1405462e-17,-5.830546e-17,2.2239075,-6.805343e-17,8.1330793e-17,1.2530327,1.0,0.21455267,-0.10663933,9.433519759760351,-1.3278644581311387e-16,2.2346168234548887e-15,2.3274879009461744e-17,False
2,1753281322.868,5.0,1.0,-1.6553426e-17,-8.255632e-17,-2.7336016e-18,-4.54806e-17,-5.500279e-17,2.2737541,-1.3472575e-16,8.657026e-17,1.2390727,1.0,0.21251577,-0.10702602,9.401314681895043,3.147908274647913e-16,2.3229262736180083e-15,1.0934405835551723e-17,False
3,1753281322.908,5.0,1.0,-1.7343534e-17,-5.374669e-17,-2.682501e-18,-5.199524e-17,-5.1258728e-17,2.3230155,-1.8731543e-16,1.00678634e-16,1.2237803,1.0,0.13798866,-0.047954846,9.37012540769556,3.95687807673582e-16,1.952107233971446e-15,1.0730004309700214e-17,False
4,1753281322.948,5.0,1.0,-9.512761e-18,-1.7032231e-17,-3.3936032e-18,-6.011812e-17,-4.7003873e-17,2.3716395,-2.1428254e-16,1.1114637e-16,1.2072176,1.0,0.024471974,0.094989136,9.339889074397592,2.956309133944233e-16,1.3507617683806227e-15,1.3574412911549942e-17,False
5,1753281322.988,5.0,1.0,2.3512673e-17,2.9407694e-17,-2.7338704e-18,-6.871587e-17,-4.2525987e-17,2.4195771,-2.0977508e-16,1.0867185e-16,1.1894524,1.0,-0.033020232,0.022029065,9.310509952781798,-3.4847107911841685e-16,4.567992211989489e-16,1.0935481633056251e-17,False
6,1753281323.028,5.0,1.0,1.0109043e-16,7.59137e-17,-2.066069e-18,-7.6435505e-17,-3.8866256e-17,2.4667792,-1.7043813e-16,6.4585005e-17,1.1704543,1.0,-0.08479252,-0.047800936,9.282414520463846,-2.0224294436162805e-15,-5.557099049863057e-16,8.264276429428097e-18,False
7,1753281323.068,5.0,1.0,1.902913e-16,1.2161458e-16,-1.5007376e-18,-8.189486e-17,-3.8236047e-17,2.513198,-9.690259e-17,-4.4148982e-17,1.15029,1.0,-0.072452545,0.03200985,9.255559829123312,-4.1554830773006936e-15,-1.6757927022887402e-15,6.002950075007485e-18,False
8,1753281323.108,5.0,1.0,2.440418e-16,1.5988974e-16,-1.306825e-18,-8.3745095e-17,-4.31648e-17,2.5587876,9.313941e-18,-2.0893531e-16,1.1290145,1.0,-0.08353101,0.044998176,9.229961652099961,-5.79376542710337e-15,-2.7744087766685886e-15,5.227300074276159e-18,False
9,1753281323.148,5.0,1.0,2.2642165e-16,1.4404262e-16,-3.4248013e-18,-8.101275e-17,-5.5147612e-17,2.603505,1.2520186e-16,-3.880311e-16,1.1066796,1.0,-0.12733302,-0.0032608605,9.205667290523252,-6.09250376695546e-15,-2.848852468725998e-15,1.369920542206989e-17,False
10,1753281323.228,5.0,1.0,-2.6635176e-17,-4.6292336e-18,-5.439232e-18,-6.240759e-17,-1.0126255e-16,2.700719,2.4444254e-16,-5.626553e-16,1.0528574,1.0,-0.104134396,0.07323739,9.155867620842795,-1.863878285586788e-15,-3.67546130777237e-16,2.175692873063819e-17,False
11,1753281323.268,5.0,1.0,-9.2606476e-17,-3.523306e-17,-3.905145e-18,-5.521269e-17,-1.1772296e-16,2.7320216,2.3243203e-16,-5.286796e-16,1.0338931,1.0,-0.11890366,0.13415752,9.14087469456566,-5.269135387821512e-16,2.438380625010168e-16,1.562057976507435e-17,False
12,1753281323.318,5.0,1.0,-1.499495e-16,-6.8050726e-17,-6.1852976e-18,-4.4651074e-17,-1.4146071e-16,2.7829056,1.8506287e-16,-4.1214908e-16,1.0012474,1.0,-0.07879989,0.08284148,9.117771992083906,8.671634552348992e-16,9.969636262024613e-16,2.474119100807056e-17,False
13,1753281323.358,5.0,1.0,-1.3981686e-16,-8.9380664e-17,-7.118552e-18,-3.836576e-17,-1.5573258e-16,2.8224185,1.2651471e-16,-3.0267616e-16,0.9742654,1.0,-0.050320603,0.019910421,9.101033868734678,9.430408323927819e-16,1.5813560999122815e-15,2.8474208348622213e-17,False
14,1753281323.398,5.0,1.0,-8.4067014e-17,-7.756692e-17,-6.6686e-18,-3.4595707e-17,-1.660437e-16,2.8608375,6.351797e-17,-2.1993974e-16,0.9465672,1.0,-0.0475941,-0.0024925193,9.08596153261095,4.140627817736004e-17,1.5319949996207638e-15,2.667439912362426e-17,False
15,1753281323.438,5.0,1.0,-4.54331e-17,-4.5607258e-17,-7.238235e-18,-3.3034014e-17,-1.7384997e-16,2.8981352,1.858081e-17,-1.7508895e-16,0.91821706,1.0,-0.094458096,0.05434465,9.07259976840387,-6.284019793107548e-16,1.0327584682836851e-15,2.89529382381166e-17,False
16,1753281323.478,5.0,1.0,-3.5810244e-17,-2.821927e-17,-7.7570376e-18,-3.284452e-17,-1.8026849e-16,2.934287,-6.999269e-18,-1.4700012e-16,0.8892835,1.0,-0.08293395,0.06962703,9.06097206018678,-7.652507709835426e-16,7.688009986280389e-16,3.1028151624261876e-17,False
17,1753281323.518,5.0,1.0,-3.9769113e-17,-2.2939101e-17,-9.297849e-18,-3.3507902e-17,-1.8561029e-16,2.9692712,-2.5537645e-17,-1.1960506e-16,0.85983306,1.0,-0.03137748,0.15112096,9.051115316222942,-6.263946157003502e-16,7.285305096066964e-16,3.719139552743775e-17,False
18,1753281323.588,5.0,1.0,-4.333663e-17,-1.0739866e-17,-4.1049744e-18,-3.6166586e-17,-1.9212699e-16,3.0276265,-4.7838376e-17,-6.585185e-17,0.8072649,1.0,-0.009280051,0.26149356,9.038180358264468,-4.147095140061015e-16,5.736616407475429e-16,1.6419897310904347e-17,False
19,1753281323.638,5.0,1.0,-4.3378265e-17,-6.6084703e-21,-2.1698836e-18,-3.8719693e-17,-1.9443877e-16,3.0670366,-5.2664075e-17,-2.6616272e-17,0.7690723,1.0,-0.04970617,0.32637373,9.032445512004514,-2.9717203456739764e-16,3.8938520598758323e-16,8.67953426615823e-18,False
20,1753281323.708,5.0,1.0,-4.2989685e-17,1.6674272e-17,-3.7010124e-18,-4.2609754e-17,-1.940649e-16,3.1260953,-4.0572395e-17,3.5858088e-17,0.70728534,1.0,-0.10207825,0.33403605,9.029181940557578,-9.571945374026475e-17,3.727455866497135e-17,1.480404945917278e-17,False
