,timestamp,desired_vel,quat_1,quat_2,quat_3,quat_4,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,velcmd_x,velcmd_y,velcmd_z,ct_cmd,br_cmd_x,br_cmd_y,br_cmd_z,is_collide
0,1752412712.517,2.5,1.0,-6.003531e-17,-1.1817378e-16,1.7349925e-18,-8.9125846e-17,-1.2332115e-16,2.1354153,-1.0904445e-16,3.855888e-16,1.2742212,1.0,0.068455406,-0.070215076,9.491935618115086,1.7697793781022656e-15,3.177600781239435e-15,-6.939969701411132e-18,False
1,1752412712.587,2.5,1.0,9.09763e-17,-4.5599546e-17,2.842795e-19,-1.0158314e-16,-9.59389e-17,2.2238948,-2.2996767e-16,3.6288064e-16,1.2530749,1.0,0.10596215,-0.05513679,9.433432375110373,-1.1740055501238767e-15,2.181750105784067e-15,-1.137117962236783e-18,False
2,1752412712.627,2.5,1.0,1.7140548e-16,2.8887827e-17,-4.596345e-19,-1.1357085e-16,-8.058947e-17,2.2861154,-2.3776466e-16,2.3853665e-16,1.2353987,1.0,0.10513632,-0.05712476,9.393399432015583,-3.095256079779015e-15,7.861248445421549e-16,1.83853793515961e-18,False
3,1752412712.667,2.5,1.0,2.0293119e-16,5.9166734e-17,-1.2863849e-18,-1.2035634e-16,-7.499655e-17,2.3230052,-2.1177994e-16,1.3137995e-16,1.223803,1.0,0.06808069,-0.026254069,9.37011377236738,-4.03817891961475e-15,1.3694970410145892e-16,5.145539463936429e-18,False
4,1752412712.707,2.5,1.0,1.9367934e-16,7.559319e-17,-1.1562134e-18,-1.2782643e-16,-7.28108e-17,2.37163,-1.5958855e-16,-2.0782549e-17,1.207228,1.0,0.011315238,0.045576613,9.339931654705609,-4.33012279150089e-15,-3.1496234556958786e-16,4.6248534717672155e-18,False
5,1752412712.757,2.5,1.0,1.2788382e-16,5.319268e-17,-2.5001534e-18,-1.3414015e-16,-7.795025e-17,2.431438,-9.6541454e-17,-1.7439715e-16,1.184776,1.0,-0.016857576,0.008827205,9.303672067853588,-3.5389476652666374e-15,-3.1653496775954303e-17,1.0000613601662441e-17,False
6,1752412712.827,2.5,1.0,5.6316065e-18,1.2561601e-17,-5.7875218e-18,-1.3924593e-16,-9.418131e-17,2.5131881,-5.862273e-17,-2.6234964e-16,1.150358,1.0,-0.036274265,0.01492906,9.25531642649218,-1.4718027813611665e-15,6.910349137626928e-16,2.3150086498942692e-17,False
7,1752412712.867,2.5,1.0,-4.2778744e-17,1.5144411e-17,-5.669453e-18,-1.4140997e-16,-1.04479694e-16,2.5587819,-4.9179954e-17,-2.4650618e-16,1.1291475,1.0,-0.041620772,0.022277612,9.229351180321656,-5.1171190117847905e-16,6.230595285545704e-16,2.267781139447515e-17,False
8,1752412712.907,2.5,1.0,-5.5398277e-17,2.1356374e-17,-5.9491603e-18,-1.4312232e-16,-1.1361851e-16,2.603505,-3.5678063e-17,-2.0907189e-16,1.1068208,1.0,-0.0639288,-0.002223283,9.204960937150299,-1.9058226497218266e-16,4.665708178258074e-16,2.3796640799136066e-17,False
9,1752412712.957,2.5,1.0,-5.8035984e-17,2.1824474e-17,-7.240924e-18,-1.4436627e-16,-1.2272682e-16,2.658119,-1.3889168e-17,-1.5474653e-16,1.0774992,1.0,-0.03590857,0.013199785,9.176397175738108,-1.3895650287416925e-17,3.9553520020674643e-16,2.8963696213161786e-17,False
10,1752412712.997,2.5,1.0,-4.108103e-17,3.2007026e-18,-8.083811e-18,-1.4468076e-16,-1.2813934e-16,2.7007322,-4.2014187e-18,-1.1814656e-16,1.0530068,1.0,-0.0516827,0.036265753,9.154991634058364,-2.6536721182054e-16,7.399277713281879e-16,3.233524559220749e-17,False
11,1752412713.077,2.5,1.0,-1.9520496e-17,3.6170362e-18,-8.462492e-18,-1.4516485e-16,-1.3541808e-16,2.7829301,-7.011037e-18,-6.936136e-17,1.001387,1.0,-0.03853025,0.04131756,9.116828557586059,-5.805138012183265e-16,7.468667246282547e-16,3.384996847851776e-17,False
12,1752412713.147,2.5,1.0,-4.8649046e-17,1.9113899e-17,-9.573253e-18,-1.4526285e-16,-1.3918706e-16,2.8513699,7.501571e-18,-3.1285294e-17,0.95364434,1.0,-0.023200043,-0.0008775181,9.088793662318743,1.0400842713978917e-16,3.920927265118957e-16,3.829301217202739e-17,False
13,1752412713.197,2.5,1.0,-5.8514307e-17,4.0416303e-17,-8.964083e-18,-1.4434273e-16,-1.3949714e-16,2.8981707,3.2516017e-17,2.0253645e-17,0.918229,1.0,-0.04656475,0.026896952,9.072184482526492,4.684432739770416e-16,-1.203268858150968e-16,3.58563308243762e-17,False
14,1752412713.277,2.5,1.0,-7.115697e-17,2.2729835e-17,-8.001244e-18,-1.3903133e-16,-1.342251e-16,2.9693048,9.582569e-17,1.1549147e-16,0.85977364,1.0,-0.015346034,0.07501534,9.051076954219933,1.0644516024037372e-15,-4.175668765805529e-18,3.2004975758331514e-17,False
15,1752412713.317,2.5,1.0,-6.548003e-17,-1.3813906e-17,-6.609162e-18,-1.3506333e-16,-1.2860323e-16,3.0030987,9.809496e-17,1.649947e-16,0.8298603,1.0,0.0005778496,0.09624669,9.043121482872316,1.1459048372176176e-15,6.976279708569104e-16,2.643664787513396e-17,False
16,1752412713.387,2.5,1.0,-1.5533871e-17,-2.5139723e-17,-1.0688048e-17,-1.2925483e-16,-1.146731e-16,3.0593328,6.5241025e-17,2.2213103e-16,0.7766661,1.0,-0.026544861,0.16541941,9.03350117793647,4.1365813995922e-16,1.0015502415852742e-15,4.2752192828103944e-17,False
17,1752412713.427,2.5,1.0,2.1365318e-17,1.774154e-17,-1.4032702e-17,-1.2685012e-16,-1.0574724e-16,3.0897849,6.0245126e-17,2.1964437e-16,0.74589944,1.0,-0.038391728,0.17495213,9.030536384067608,-2.831323207748322e-16,1.4737103312144581e-16,5.61308105938388e-17,False
18,1752412713.477,2.5,1.0,4.328112e-17,6.1901545e-17,-1.4981556e-17,-1.2299892e-16,-9.546416e-17,3.1261134,1.0041606e-16,1.8853147e-16,0.7072109,1.0,-0.05077399,0.16703784,9.029372462057335,-7.67859657796941e-16,-8.905577020314654e-16,5.992622418965032e-17,False
19,1752412713.547,2.5,1.0,3.9083553e-17,2.565188e-17,-1.1721352e-17,-1.134028e-16,-8.4355925e-17,3.1737165,1.6556822e-16,1.2958572e-16,0.6528661,1.0,-0.06658292,0.17134446,9.032521579584467,-8.182305373780082e-16,-4.3519738667052137e-16,4.6885406840322566e-17,False
