,timestamp,desired_vel,quat_1,quat_2,quat_3,quat_4,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,velcmd_x,velcmd_y,velcmd_z,ct_cmd,br_cmd_x,br_cmd_y,br_cmd_z,is_collide
0,1753300724.699,5.0,1.0,-5.8806665e-17,4.003081e-17,-9.431248e-18,-5.108797e-17,-4.8747967e-17,2.1354475,-3.2190296e-17,3.7635892e-16,1.274336,1.0,-0.49542344,0.081169344,9.491037798058366,2.1089468570083916e-15,-4.2972866792191745e-16,3.7724991089660453e-17,False
1,1753300724.739,5.0,1.0,4.7472213e-17,4.1648782e-17,-1.1043599e-17,-5.1728507e-17,-3.327859e-17,2.1861942,3.5077574e-19,3.8342175e-16,1.2627662,1.0,-0.5420847,0.03660427,9.457269304384631,9.089022882147057e-17,-5.606029482781771e-16,4.4174397129028454e-17,False
2,1753300724.799,5.0,1.0,2.0570027e-16,6.3408274e-18,-1.3039741e-17,-5.0570653e-17,-1.3869403e-17,2.2613797,3.1326935e-17,2.334775e-16,1.2429048,1.0,-0.34234333,0.14527096,9.407848111986619,-3.4431979595889688e-15,4.205570773501084e-17,5.215896620729194e-17,False
3,1753300724.849,5.0,1.0,2.5791036e-16,-2.9728203e-17,-1.1764652e-17,-4.8982618e-17,-7.850764e-18,2.3352811,1.457932e-17,-4.273082e-17,1.2199979,1.0,-0.31968254,0.14039329,9.360790453870194,-5.337087683743059e-15,8.094766201500711e-16,4.7058610238544e-17,False
4,1753300724.899,5.0,1.0,2.0836758e-16,-2.6863432e-17,-9.293008e-18,-4.886067e-17,-1.3258712e-17,2.3837483,-8.10613e-18,-2.2119932e-16,1.2031504,1.0,-0.46692896,0.14728285,9.33056446046297,-4.9496103485397565e-15,8.251630537136546e-16,3.717203117235676e-17,False
5,1753300724.939,5.0,1.0,1.2839914e-16,-4.323041e-18,-9.461639e-18,-4.9490623e-17,-2.4848193e-17,2.431517,-2.0447149e-17,-3.4814227e-16,1.1850705,1.0,-0.37484735,0.19790426,9.301410060214048,-3.8244243747722006e-15,4.184476560187038e-16,3.7846556207666734e-17,False
6,1753300725.009,5.0,1.0,-1.8496316e-17,-3.3208665e-17,-1.06347964e-17,-5.106665e-17,-5.284773e-17,2.5132837,-3.079778e-17,-4.1984985e-16,1.1505035,1.0,-0.14760298,0.1314291,9.253632750915628,-1.2767655464158026e-15,1.0399463686740364e-15,4.253918492221589e-17,False
7,1753300725.049,5.0,1.0,-9.26074e-17,-9.525339e-17,-1.0124061e-17,-5.3090467e-17,-6.8971246e-17,2.5588806,-7.822544e-17,-3.7715505e-16,1.1291596,1.0,-0.06437739,0.10476221,9.228305686275776,2.5237297707412023e-16,2.44701848375031e-15,4.049624546120507e-17,False
8,1753300725.089,5.0,1.0,-1.1959785e-16,-1.2022129e-16,-9.401125e-18,-5.954625e-17,-8.531965e-17,2.6146414,-1.83656e-16,-2.7283598e-16,1.1010283,1.0,-0.086546585,0.117008395,9.198356940712824,1.0383389618411191e-15,3.3270898339272945e-15,3.760450176915811e-17,False
9,1753300725.129,5.0,1.0,-1.0823009e-16,-1.09255637e-16,-9.762324e-18,-6.603226e-17,-9.253379e-17,2.6474094,-2.4771182e-16,-2.0917442e-16,1.0833992,1.0,0.020815087,0.09906012,9.181407416558033,9.772106537965375e-16,3.354102122800017e-15,3.904929781767704e-17,False
10,1753300725.179,5.0,1.0,-6.968962e-17,-6.6437155e-17,-8.37858e-18,-8.065147e-17,-1.0079418e-16,2.700821,-3.3045206e-16,-1.2750383e-16,1.0528227,1.0,0.06454953,0.08812247,9.155022770082308,4.254908106711006e-16,2.8520746816571973e-15,3.3514319657118434e-17,False
11,1753300725.209,5.0,1.0,-4.4894642e-17,-2.2248516e-17,-8.023567e-18,-9.462866e-17,-1.0499262e-16,2.742428,-3.62992e-16,-8.546577e-17,1.0274036,1.0,0.124871805,0.02267779,9.135375173546578,4.2579992348304305e-17,2.1549377235633217e-15,3.209426695120253e-17,False
12,1753300725.249,5.0,1.0,-2.6343742e-17,1.08489055e-17,-7.7626856e-18,-1.0561076e-16,-1.07237706e-16,2.7729576,-3.661149e-16,-6.5912914e-17,1.0078013,1.0,0.12714143,0.052866355,9.121597887757948,-2.7772902043038694e-16,1.5660412022620278e-15,3.1050743371855225e-17,False
13,1753300725.289,5.0,1.0,-5.210647e-18,5.692867e-17,-6.248232e-18,-1.2326795e-16,-1.10146166e-16,2.8225107,-3.3305193e-16,-5.3772967e-17,0.9741397,1.0,0.053557597,0.08947651,9.100737757386756,-6.781958749103599e-16,6.365525273879271e-16,2.4992927624118444e-17,False
14,1753300725.339,5.0,1.0,-1.3928673e-17,6.984823e-17,-4.838937e-18,-1.3567026e-16,-1.1220751e-16,2.860924,-2.8551244e-16,-4.8233672e-17,0.9464218,1.0,0.0328893,0.09167284,9.085820781748906,-4.981737351349482e-16,2.923584423985986e-16,1.935574870063407e-17,False
15,1753300725.409,5.0,1.0,-6.7619984e-17,6.237515e-17,-6.8334656e-18,-1.5455842e-16,-1.1424182e-16,2.9343624,-1.8872864e-16,1.05733e-17,0.8891417,1.0,0.0012226936,0.0736007,9.060926082837275,7.56997811764622e-16,2.302466853910324e-16,2.7333862993870622e-17,False
16,1753300725.459,5.0,1.0,-9.389526e-17,5.863035e-17,-7.833957e-18,-1.6122031e-16,-1.1271028e-16,2.9693403,-1.4482757e-16,6.916902e-17,0.85967755,1.0,-0.08499586,0.07795906,9.051199978484005,1.4845382092685869e-15,1.9802262729791665e-16,3.133582971054273e-17,False
17,1753300725.529,5.0,1.0,-9.1586926e-17,5.0859888e-17,-9.808046e-18,-1.6955301e-16,-1.0102738e-16,3.035718,-6.53781e-17,2.2302388e-16,0.7995015,1.0,-0.16266805,0.059792385,9.037038227224933,2.013141615563186e-15,1.379365754761267e-16,3.923218339343872e-17,False
18,1753300725.579,5.0,1.0,-3.5344875e-17,4.1876776e-17,-1.012702e-17,-1.7145775e-16,-9.102847e-17,3.0670872,-3.088419e-17,2.701576e-16,0.768916,1.0,-0.20538765,-0.01489635,9.032721900802088,1.1002789478881418e-15,2.1413117464892022e-16,4.0508079233754004e-17,False
19,1753300725.619,5.0,1.0,4.3479108e-17,1.2706987e-17,-7.750314e-18,-1.7220298e-16,-8.0063784e-17,3.0972285,-9.896363e-18,2.6857424e-16,0.73812485,1.0,-0.17585102,-0.024323853,9.030110404486898,-4.206355379703018e-16,7.322313676863646e-16,3.1001256686648816e-17,False
20,1753300725.689,5.0,1.0,1.9517536e-16,-6.893736e-17,1.6674861e-19,-1.7405026e-16,-6.472501e-17,3.153801,-5.782916e-17,7.511698e-17,0.676125,1.0,-0.18808362,-0.10923236,9.03047532023734,-4.0123321303759165e-15,2.5345432541152863e-15,-6.669944527803045e-19,False
21,1753300725.729,5.0,1.0,1.7051176e-16,-7.319212e-17,-9.012494e-19,-1.7738487e-16,-6.448132e-17,3.180225,-1.0940616e-16,-5.988958e-17,0.6450706,1.0,-0.31131428,-0.08234822,9.033413834023024,-3.966033075101032e-15,2.8090068628834764e-15,3.604997437516638e-18,False
22,1753300725.769,5.0,1.0,1.1395144e-16,-6.2380655e-17,-7.369213e-20,-1.8279357e-16,-6.9096177e-17,3.2054076,-1.5971952e-16,-1.6404577e-16,0.6140817,1.0,-0.29739627,-0.0757211,9.038159479777045,-3.2057863330118984e-15,2.7889960616418224e-15,2.9476851622628347e-19,False
23,1753300725.849,5.0,1.0,-4.539147e-17,3.637963e-18,-2.8933574e-18,-1.9802227e-16,-8.583869e-17,3.2520685,-2.0463306e-16,-2.1563741e-16,0.55257875,1.0,-0.21387556,0.008446526,9.053077790316992,-2.808334231935968e-16,1.6990254970890898e-15,1.157342955321278e-17,False
